text,likes,comments,reposts,like_count,celebrate_count,support_count,love_count,insightful_count,total_reactions,engagement_rate,predicted_engagement
Klarna launches climate resilience program to support communities using AI...,177,7,15,72,13,10,3,1,99,1.1242937853107344,134.7
